Order ID,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Profit
US-2015-150630,United States,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,1.1016
US-2015-150630,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,9.7092
US-2015-150630,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,-5.715
US-2015-150630,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,Lumber Crayons,15.76,3.546
CA-2017-107727,United States,Houston,Texas,Central,Office Supplies,Paper,Easy-staple paper,29.472,9.9468
CA-2016-117590,United States,Richardson,Texas,Central,Technology,Phones,GE 30524EE4,1097.544,123.4737
CA-2016-117590,United States,Richardson,Texas,Central,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,-147.963
CA-2015-117415,United States,Houston,Texas,Central,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,35.415
CA-2015-117415,United States,Houston,Texas,Central,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,-46.9764
CA-2015-117415,United States,Houston,Texas,Central,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,-15.147
CA-2015-117415,United States,Houston,Texas,Central,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,41.7564
CA-2017-120999,United States,Naperville,Illinois,Central,Technology,Phones,Panasonic Kx-TS550,147.168,16.5564
CA-2016-101343,United States,Los Angeles,California,West,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,3.894
CA-2017-139619,United States,Melbourne,Florida,South,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,9.5616
CA-2016-118255,United States,Eagan,Minnesota,Central,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,19.7714
CA-2016-118255,United States,Eagan,Minnesota,Central,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,8.2062
CA-2014-146703,United States,Westland,Michigan,Central,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,8.4784
CA-2016-169194,United States,Dover,Delaware,East,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45,4.95
CA-2016-169194,United States,Dover,Delaware,East,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,6.104
CA-2015-115742,United States,New Albany,Indiana,Central,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,17.9634
CA-2015-115742,United States,New Albany,Indiana,Central,Office Supplies,Labels,Avery 485,75.18,35.3346
CA-2015-115742,United States,New Albany,Indiana,Central,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2.9568
CA-2015-115742,United States,New Albany,Indiana,Central,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,17.0981
CA-2016-105816,United States,New York City,New York,East,Office Supplies,Fasteners,Advantus Push Pins,15.26,6.2566
CA-2016-105816,United States,New York City,New York,East,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,298.6855
CA-2016-111682,United States,Troy,New York,East,Office Supplies,Storage,Home/Office Personal File Carts,208.56,52.14
CA-2016-111682,United States,Troy,New York,East,Office Supplies,Paper,Xerox 232,32.4,15.552
CA-2016-111682,United States,Troy,New York,East,Furniture,Chairs,Novimex Turbo Task Chair,319.41,7.098
CA-2016-111682,United States,Troy,New York,East,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,6.9888
CA-2016-111682,United States,Troy,New York,East,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30,3.3
CA-2016-111682,United States,Troy,New York,East,Office Supplies,Binders,Plastic Binding Combs,48.48,16.362
CA-2016-111682,United States,Troy,New York,East,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,0.84
CA-2015-135545,United States,Los Angeles,California,West,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,6.1512
CA-2015-135545,United States,Los Angeles,California,West,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,9.3612
CA-2015-135545,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1943,146.73,68.9631
CA-2015-135545,United States,Los Angeles,California,West,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,22.3328
US-2015-164175,United States,Chicago,Illinois,Central,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,-15.2225
CA-2014-106376,United States,Gilbert,Arizona,West,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,111.3024
CA-2014-106376,United States,Gilbert,Arizona,West,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,62.988
CA-2016-119823,United States,Springfield,Virginia,South,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,35.6636
CA-2016-106075,United States,New York City,New York,East,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1.731
CA-2017-114440,United States,Jackson,Michigan,Central,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,8.763
US-2015-134026,United States,Memphis,Tennessee,South,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,-114.3912
US-2015-134026,United States,Memphis,Tennessee,South,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,1.213
US-2015-134026,United States,Memphis,Tennessee,South,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,-18.196
US-2017-118038,United States,Houston,Texas,Central,Office Supplies,Binders,Economy Binders,1.248,-1.9344
US-2017-118038,United States,Houston,Texas,Central,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,-5.8248
US-2017-118038,United States,Houston,Texas,Central,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,2.724
US-2014-147606,United States,Houston,Texas,Central,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,-14.475
CA-2016-127208,United States,Decatur,Alabama,South,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,56.2032
CA-2016-127208,United States,Decatur,Alabama,South,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,8.0352
CA-2014-139451,United States,San Francisco,California,West,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,4.172
CA-2014-139451,United States,San Francisco,California,West,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,6.2031
CA-2015-149734,United States,Durham,North Carolina,South,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,62.8075
US-2017-119662,United States,Chicago,Illinois,Central,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,-48.9549
CA-2017-140088,United States,Columbia,South Carolina,South,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,33.2156
CA-2017-155558,United States,Rochester,Minnesota,Central,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,6.7966
CA-2017-155558,United States,Rochester,Minnesota,Central,Office Supplies,Labels,Avery 511,6.16,2.9568
CA-2016-159695,United States,Houston,Texas,Central,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,13.8572
CA-2016-109806,United States,Los Angeles,California,West,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,6.633
CA-2016-109806,United States,Los Angeles,California,West,Technology,Phones,Panasonic Kx-TS550,73.584,8.2782
CA-2016-109806,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1995,6.48,3.1104
CA-2015-149587,United States,Minneapolis,Minnesota,Central,Office Supplies,Paper,Xerox 1999,12.96,6.2208
CA-2015-149587,United States,Minneapolis,Minnesota,Central,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,16.5354
CA-2015-149587,United States,Minneapolis,Minnesota,Central,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,16.1504
US-2017-109484,United States,Portland,Oregon,West,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682,-3.788
CA-2017-161018,United States,New York City,New York,East,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,40.5426
CA-2017-157833,United States,San Francisco,California,West,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,17.9592
CA-2016-149223,United States,Saint Paul,Minnesota,Central,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,22.5852
CA-2016-158568,United States,Chicago,Illinois,Central,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,22.6184
CA-2016-158568,United States,Chicago,Illinois,Central,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,-10.7973
CA-2016-158568,United States,Chicago,Illinois,Central,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,-3.0396
CA-2016-129903,United States,Rochester,Minnesota,Central,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,11.7208
US-2015-156867,United States,Aurora,Colorado,West,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,-26.8758
US-2015-156867,United States,Aurora,Colorado,West,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,-3.8385
US-2015-156867,United States,Aurora,Colorado,West,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,-25.8174
CA-2017-119004,United States,Charlotte,North Carolina,South,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,17.6016
CA-2017-119004,United States,Charlotte,North Carolina,South,Technology,Phones,Speck Products Candyshell Flip Case,27.992,2.0994
CA-2017-119004,United States,Charlotte,North Carolina,South,Office Supplies,Art,Newell Chalk Holder,3.304,1.0738
CA-2015-129476,United States,Orland Park,Illinois,Central,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,67.992
CA-2017-146780,United States,New York City,New York,East,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,10.9096
CA-2016-128867,United States,Urbandale,Iowa,Central,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,22.788
CA-2016-128867,United States,Urbandale,Iowa,Central,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,13.3476
CA-2014-115259,United States,Columbus,Ohio,East,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096,14.5348
CA-2014-115259,United States,Columbus,Ohio,East,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,1.652
CA-2014-115259,United States,Columbus,Ohio,East,Office Supplies,Paper,Xerox 1921,23.976,7.4925
CA-2014-115259,United States,Columbus,Ohio,East,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,44.0316
CA-2015-110457,United States,Seattle,Washington,West,Furniture,Tables,Hon Racetrack Conference Tables,787.53,165.3813
US-2015-136476,United States,Bristol,Tennessee,South,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,-115.7156
CA-2016-103730,United States,Wilmington,Delaware,East,Furniture,Furnishings,Artistic Insta-Plaque,47.04,18.3456
CA-2016-103730,United States,Wilmington,Delaware,East,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,13.878
CA-2016-103730,United States,Wilmington,Delaware,East,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,63.4368
CA-2016-103730,United States,Wilmington,Delaware,East,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,51.759
CA-2016-103730,United States,Wilmington,Delaware,East,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,19.7316
US-2014-152030,United States,Houston,Texas,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,-8.5794
US-2014-134614,United States,Bloomington,Illinois,Central,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,-407.682
US-2017-107272,United States,Phoenix,Arizona,West,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,-1.8308
US-2017-107272,United States,Phoenix,Arizona,West,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,30.499
US-2016-125969,United States,Los Angeles,California,West,Furniture,Chairs,"Global Task Chair, Black",81.424,-9.1602
US-2016-125969,United States,Los Angeles,California,West,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,26.2416
US-2017-164147,United States,Columbus,Ohio,East,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,-11.994
US-2017-164147,United States,Columbus,Ohio,East,Office Supplies,Paper,Xerox 1916,78.304,29.364
US-2017-164147,United States,Columbus,Ohio,East,Office Supplies,Fasteners,Staples,21.456,6.9732
CA-2016-145583,United States,Roseville,California,West,Office Supplies,Paper,Xerox 195,20.04,9.6192
CA-2016-145583,United States,Roseville,California,West,Office Supplies,Paper,Xerox 1880,35.44,16.6568
CA-2016-145583,United States,Roseville,California,West,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,3.456
CA-2016-145583,United States,Roseville,California,West,Office Supplies,Fasteners,Ideal Clamps,4.02,1.9698
CA-2016-145583,United States,Roseville,California,West,Office Supplies,Binders,GBC Wire Binding Strips,76.176,26.6616
CA-2016-145583,United States,Roseville,California,West,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88,18.4464
CA-2016-145583,United States,Roseville,California,West,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,20.6976
CA-2016-110366,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,10.35
CA-2017-106180,United States,San Francisco,California,West,Office Supplies,Art,Newell 343,8.82,2.3814
CA-2017-106180,United States,San Francisco,California,West,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,5.1042
CA-2017-106180,United States,San Francisco,California,West,Office Supplies,Paper,Xerox 1911,143.7,68.976
CA-2017-155376,United States,Independence,Missouri,Central,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,218.2518
CA-2015-110744,United States,Pasadena,California,West,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,20.1579
CA-2014-110072,United States,Newark,Ohio,East,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,12.9096
CA-2016-114489,United States,Franklin,Wisconsin,Central,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,103.8015
CA-2016-114489,United States,Franklin,Wisconsin,Central,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,5.9988
CA-2016-114489,United States,Franklin,Wisconsin,Central,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,585.552
CA-2016-114489,United States,Franklin,Wisconsin,Central,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,171.55,80.6285
CA-2016-158834,United States,Scottsdale,Arizona,West,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,17.766
CA-2016-158834,United States,Scottsdale,Arizona,West,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,15.2388
CA-2015-124919,United States,San Jose,California,West,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,26.271
CA-2015-124919,United States,San Jose,California,West,Office Supplies,Paper,Xerox 1883,105.52,48.5392
CA-2015-124919,United States,San Jose,California,West,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",80.88,21.0288
CA-2015-118948,United States,Seattle,Washington,West,Office Supplies,Art,Newell 311,6.63,1.7901
CA-2014-104269,United States,Seattle,Washington,West,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.568,51.4764
CA-2016-114104,United States,Edmond,Oklahoma,Central,Office Supplies,Labels,Avery 519,14.62,6.8714
CA-2016-114104,United States,Edmond,Oklahoma,Central,Technology,Phones,Avaya 5420 Digital phone,944.93,236.2325
CA-2016-162733,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1920,5.98,2.691
CA-2015-119697,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.384,1.3596
CA-2016-154508,United States,Carlsbad,New Mexico,West,Office Supplies,Envelopes,Staple envelope,28.4,13.348
CA-2016-113817,United States,Seattle,Washington,West,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,9.688
CA-2014-139892,United States,San Antonio,Texas,Central,Office Supplies,Art,BIC Brite Liner Highlighters,9.936,2.7324
CA-2014-139892,United States,San Antonio,Texas,Central,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.952,-1359.992
CA-2014-139892,United States,San Antonio,Texas,Central,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275.928,-58.6347
CA-2014-139892,United States,San Antonio,Texas,Central,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,-24.858
CA-2014-139892,United States,San Antonio,Texas,Central,Office Supplies,Art,Sanford Liquid Accent Highlighters,32.064,6.8136
CA-2014-139892,United States,San Antonio,Texas,Central,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.98,-453.849
CA-2014-139892,United States,San Antonio,Texas,Central,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.976,8.9985
CA-2014-118962,United States,Los Angeles,California,West,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94,9.8418
CA-2014-118962,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1913,110.96,53.2608
CA-2014-118962,United States,Los Angeles,California,West,Furniture,Chairs,"Global Value Steno Chair, Gray",340.144,21.259
US-2014-100853,United States,Chicago,Illinois,Central,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,-131.12
US-2014-100853,United States,Chicago,Illinois,Central,Office Supplies,Labels,Avery 51,20.16,6.552
US-2017-152366,United States,Houston,Texas,Central,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264,-243.16
US-2015-101511,United States,Newark,Ohio,East,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",396.802,-11.3372
US-2015-101511,United States,Newark,Ohio,East,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,-3.7715
CA-2015-137225,United States,New York City,New York,East,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1.4104
CA-2014-166191,United States,Decatur,Illinois,Central,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",24.816,1.8612
CA-2014-166191,United States,Decatur,Illinois,Central,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,76.6395
CA-2014-158274,United States,Monroe,Louisiana,South,Technology,Phones,AT&T TR1909W,503.96,131.0296
CA-2014-158274,United States,Monroe,Louisiana,South,Technology,Phones,Nokia Lumia 521 (T-Mobile),149.95,41.986
CA-2014-158274,United States,Monroe,Louisiana,South,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29,7.25
CA-2016-105018,United States,Fairfield,Connecticut,East,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,3.4368
CA-2014-123260,United States,Los Angeles,California,West,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,22.984
CA-2016-157000,United States,Grand Prairie,Texas,Central,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",37.224,3.7224
CA-2016-157000,United States,Grand Prairie,Texas,Central,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.016,6.255
CA-2015-102281,United States,New York City,New York,East,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,112.392
CA-2015-102281,United States,New York City,New York,East,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,20.0928
CA-2015-102281,United States,New York City,New York,East,Office Supplies,Paper,Xerox 205,51.84,24.8832
CA-2015-102281,United States,New York City,New York,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,46.9764
CA-2015-102281,United States,New York City,New York,East,Office Supplies,Art,4009 Highlighters by Sanford,19.9,6.567
CA-2015-131457,United States,Redlands,California,West,Office Supplies,Envelopes,Poly String Tie Envelopes,14.28,6.7116
CA-2014-140004,United States,Hamilton,Ohio,East,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,1.2038
CA-2014-140004,United States,Hamilton,Ohio,East,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.048,1.5876
CA-2017-107720,United States,Westfield,New Jersey,East,Office Supplies,Storage,Decoflex Hanging Personal Folder File,46.26,12.0276
US-2017-124303,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,-2.2586
US-2017-124303,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,5.8203
CA-2017-105074,United States,Akron,Ohio,East,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.744,6.795
CA-2014-133690,United States,Denver,Colorado,West,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,-161.875
CA-2014-133690,United States,Denver,Colorado,West,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,0.2925
US-2017-116701,United States,Dallas,Texas,Central,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,66.284,-178.9668
CA-2017-126382,United States,Franklin,Tennessee,South,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168,9.6712
CA-2017-108329,United States,Whittier,California,West,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,444.768,44.4768
CA-2017-135860,United States,Saginaw,Michigan,Central,Office Supplies,Storage,"Tennsco Lockers, Gray",83.92,5.8744
CA-2017-135860,United States,Saginaw,Michigan,Central,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,35.6346
CA-2017-135860,United States,Saginaw,Michigan,Central,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,7.4824
CA-2017-135860,United States,Saginaw,Michigan,Central,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",52.29,16.2099
